id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24573349,Mi casa es la tuya (WIFI DE FIBRA ÓPTICA GRATIS),185673577,Maripaz,Macarena - Norte,Bda. Pino Montano,37.42747,-5.96923,Private room,30,1,1,2018-05-13,0.06,3,0
24578409,"Sevilla Centro Arenal I, apart. para 4 personas",15440678,Macarena,Casco Antiguo,Arenal,37.38891,-5.99847,Entire home/apt,59,2,8,2019-05-29,0.55,30,45
24586259,Apartamento Victoria,125137288,Elisa,Los Remedios,Los Remedios,37.37429,-6.00079,Entire home/apt,100,2,6,2019-05-12,0.65,4,236
24587393,Apartamento Nervión plaza,125137288,Elisa,Nervión,La Buhaira,37.38548,-5.96924,Entire home/apt,120,2,5,2019-08-06,0.35,4,252
24587561,PRIVATE INDEPENDENT STUDIO with nice garden.,138982517,Carlos,San Pablo - Santa Justa,Santa Clara,37.39901,-5.95526,Entire home/apt,37,1,102,2019-09-29,5.84,1,32
24590428,"Two  Bedrooms, Central and Confortable Apartment",2705030,Francisco,Casco Antiguo,Arenal,37.38659,-5.99723,Entire home/apt,85,3,18,2019-07-07,1.04,14,150
24596987,Habitaciones Centro Sevilla,176917759,Jesus Y Nieves,Casco Antiguo,Santa Catalina,37.39223,-5.98688,Entire home/apt,82,1,4,2018-12-28,0.26,4,65
24614824,TERRACE/ Awesome 2BR/2Bath Duplex. CENTRE-PARASOL!,9326864,Maria,Casco Antiguo,Feria,37.39534,-5.99021,Entire home/apt,100,2,109,2019-09-27,6.31,2,247
24630661,Lovely 1 Bedroom Apartment in Alameda de Hercules,186135232,Mari Paz & Patrick,Casco Antiguo,Feria,37.39941,-5.99162,Entire home/apt,45,2,87,2019-09-14,5.02,1,13
24643093,San Miguel Apartment,156293549,Diego,Casco Antiguo,"Encarnación, Regina",37.39352,-5.99462,Entire home/apt,69,1,90,2019-09-27,5.65,7,64
24646264,Alameda de Hércules,186252433,Francisco,Casco Antiguo,Feria,37.39782,-5.99363,Entire home/apt,200,2,5,2019-06-06,0.31,2,239
24652356,Sweet Home Alameda,25377569,Inma,Casco Antiguo,"Encarnación, Regina",37.39597,-5.99271,Entire home/apt,100,2,1,2018-05-11,0.06,1,62
