id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24902744,Apartament Els 5 fars,5794418,Silvia,,Ciutadella de Menorca,39.92874,3.82346,Entire home/apt,70,3,2,2019-08-02,0.13,2,364
24928829,VILLA DE LUJO FRENTE A LA BAHÍA DE CIUDADELA,188471997,Jaime,,Ciutadella de Menorca,40.00274,3.80361,Entire home/apt,393,7,0,,,1,0
24933966,Beach apartment on beautiful Menorcan coastline,178594937,Thomas,,Es Mercadal,40.02425,4.17943,Entire home/apt,123,4,1,2018-06-29,0.07,2,0
24937066,Apartamento a solo 40 metros playa calan bosc,188528576,Cristobal,,Ciutadella de Menorca,39.9296,3.83726,Entire home/apt,150,7,2,2018-09-18,0.12,1,360
24940791,Apartamento en San Jaime - Wifi gratis,26638765,Menorca Vip Experience. S.L.,,Alaior,39.90444,4.07084,Entire home/apt,60,5,1,2019-09-17,1,6,32
24966593,Apartment in a beautiful complex with pool - Apartment Lurdes,184599578,Bookiply,,Ciutadella de Menorca,40.00475,3.81448,Entire home/apt,60,1,1,2019-08-03,0.51,14,365
25052902,Apartamento con encanto en Cala Galdana-Menorca,189398031,Jose Luis,,Ferreries,39.93546,3.96174,Entire home/apt,115,6,19,2019-09-15,1.31,1,330
25062076,"Catalunya Casas: Villa Clarita with a private pool, only 600m to Menorca beaches!",65726695,CatalunyaCasas,,Sant Lluís,39.83084,4.20775,Entire home/apt,168,7,0,,,19,51
25065649,HOMEnFUN Casa en Es Mercadal,57935558,HOMEnFUN,,Es Mercadal,39.98841,4.09407,Entire home/apt,50,1,3,2019-08-17,0.70,6,27
25072100,"Casa antigua ""Ca S'àvia Maria""",36336454,Margarita,,Ciutadella de Menorca,40.00261,3.84111,Entire home/apt,60,2,12,2019-09-16,0.81,1,28
25073016,Apartamento a 200m de la playa,189545713,Francisco,,Ciutadella de Menorca,40.00472,3.81464,Entire home/apt,15,7,8,2019-08-24,0.54,1,221
25077475,TURQUETA PARADISE. HABITACION. CHALET  CIUTADELLA,101914486,Raul,,Ciutadella de Menorca,39.97258,3.83266,Private room,33,2,24,2019-09-08,1.49,4,170
25077907,Architecturally designed with unbeatable views,189577795,Acantilado Beach House,,Alaior,39.8712,4.13301,Entire home/apt,175,5,33,2019-09-25,2.15,1,281
25092451,Tus Vacaciones en encantadora casa junto al Mar,120501950,Daniel,,Es Mercadal,40.05609,4.13139,Entire home/apt,90,3,13,2019-09-26,0.88,1,157
25102969,With roof terrace and pool - Villa Brisa,184599578,Bookiply,,Alaior,39.91009,4.06916,Entire home/apt,150,1,1,2019-06-15,0.28,14,358
25103145,With beautiful views and pool - Villa Galerna,184599578,Bookiply,,Alaior,39.91586,4.08068,Entire home/apt,99,1,2,2019-07-06,0.17,14,364
25115351,"""ES BANYER""       ET1548ME",182049358,Siscu,,Alaior,39.93225,4.14207,Entire home/apt,75,4,20,2019-09-18,1.25,2,255
25119012,Playa 1,19841441,Sun,,Es Mercadal,40.04485,4.112,Hotel room,50,5,4,2018-09-26,0.25,5,0
25138219,"Apartamento Can Costa
Cap d’Artrutx
Ciutadella",189977783,Javier,,Ciutadella de Menorca,39.92802,3.82319,Entire home/apt,60,4,10,2019-09-13,0.65,1,147
25150874,"Catalunya Casas: Villa Fera for 9 guests, with water views, 4km to Menorca beaches!",65726695,CatalunyaCasas,,Es Mercadal,40.01004,4.19812,Entire home/apt,158,7,0,,,19,60
25152635,"Catalunya Casas: Villa Tina for up to 6 guests, within walking distance to Menorca beaches!",65726695,CatalunyaCasas,,Sant Lluís,39.82446,4.23381,Entire home/apt,152,7,0,,,19,60
